name_project,sectors,region_project,budget_project,project_duration_days,عدد المنشآت,عدد العاملين السعوديين,economic_indicator,project_success
أكاديمية المدينة المنورة العالمية “مداك” –  Al M...                  , ديني/خيري,"منطقة المدينة المنورة, المدينة المنورة",200000000.0,,75446.0,74821.0,,0
ضاحية الحسينية – Al Husayniyah Subrub                  , ديني/خيري,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
مكتبة الحرم – Al Haram Library                  , ديني/خيري,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
مبنى الصالحية – Al Salehia Building                  , ديني/خيري,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
صحار – Sahar                  , ديني/خيري,"منطقة القصيم, بريدة",4000000000.0,,78901.0,59468.0,,0
توسعة المسعى – Masaa expansion                  , ديني/خيري,"مكة المكرمة, منطقة مكة المكرمة",,1095.0,286456.0,477481.0,,0
ابراج الصفوة – Safwa Towers                  , ديني/خيري,"مكة المكرمة, منطقة مكة المكرمة",1000000000.0,1766.0,286456.0,477481.0,,1
وقف مستشفى لعلاج السرطان – Cancer Patients Care Endowment                  , ديني/خيري,"منطقة مكة المكرمة, جدة",147000000.0,1187.0,286456.0,477481.0,,1
وقف الملك عبدالله لوالديه – King Abdullah Endowment for His Parents                  , ديني/خيري,"منطقة المدينة المنورة, المدينة المنورة",2500000000.0,6208.0,75446.0,74821.0,,1
قرية إكرام – Ikram Village                  , ديني/خيري,"منطقة الباحة, بلجرشي",45000000.0,,11185.0,6073.0,,0
مسجد الجبري – Al Jabri Mosque                  , ديني/خيري,"منطقة حائل, حائل",,,43636.0,17276.0,,0
جامع والدة الامير مقرن بن عبدالعزيز بالملقا                  , ديني/خيري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مسجد جازان – Jazan Mosque                  , ديني/خيري,"منطقة جازان, جازان",5000000.0,,52022.0,22115.0,,0
سُكنى – Sukna                  , ديني/خيري,"منطقة مكة المكرمة, جدة",,1521.0,286456.0,477481.0,,0
الإسكان التنموي بالأفلاج – Aflaj Developmental Housing                  , ديني/خيري,"منطقة الرياض, الأفلاج",3000000.0,1336.0,732297.0,1159997.0,,1
ضواحي مركز الملك عبدالله المالي – KAFD Enviros Development                  , ديني/خيري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مسجد مركز الملك عبدالله المالي – KAFD Mosque                  , ديني/خيري,"منطقة الرياض, الرياض",,1460.0,732297.0,1159997.0,,0
جامع مركز الملك عبدالله المالي – KAFD Grand Mosque                  , ديني/خيري,"منطقة الرياض, الرياض",90000000.0,,732297.0,1159997.0,,1
جامع العثمان – Othman Mosque                  , ديني/خيري,"منطقة الرياض, الخرج",,,732297.0,1159997.0,,0
مسجد الشيخ صالح الراجحي –  Sheikh Saleh Al-Rajhi Mosque                  , ديني/خيري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مدينة الأحلام                  , ديني/خيري,"منطقة عسير, خميس مشيط",4000000000.0,,77895.0,53929.0,,0
نادي إزميرالدا – Esmeralda                  , ديني/خيري,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",,,286456.0,477481.0,,0
وقف القرآن الكريم الرابع –  Quran Endowment 4th                  , ديني/خيري,"المنطقة الشرقية, الجبيل, الجبيل الصناعية",45000000.0,1298.0,188521.0,598525.0,,1
جسر الجمرات – Jamarat Bridge                  , ديني/خيري,"مكة المكرمة, منطقة مكة المكرمة",4500000000.0,1391.0,286456.0,477481.0,,1
تطوير درب الخليل                  , ديني/خيري,"مكة المكرمة, منطقة مكة المكرمة",7000000000.0,,286456.0,477481.0,,0
واحة الملك عبدالله للحوار الحضاري                  , ديني/خيري,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
سكن منسوبي وزارة الحرس الوطني                  , ديني/خيري,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",1500000000.0,,286456.0,477481.0,,1
التوسعة الثالثة للمسجد الحرام – Grand Mosque Third Expansion                  , ديني/خيري,"مكة المكرمة, منطقة مكة المكرمة",40000000000.0,5108.0,286456.0,477481.0,,1
جامع الشيخ محمد الفلقي بمحايل عسير                  , ديني/خيري,"منطقة عسير, محايل عسير",,685.0,77895.0,53929.0,,0
خير مكة – Khair Makkah                  , ديني/خيري,"مكة المكرمة, منطقة مكة المكرمة",700000000.0,,286456.0,477481.0,,0
مشروع الرائدة السكني – Public Pension Agency Project                  , ديني/خيري,"منطقة مكة المكرمة, جدة",,3926.0,286456.0,477481.0,,0
مركز معارض الرياض الدولي                  , ديني/خيري,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
برج العنود الأول – الرياض                  , ديني/خيري,"منطقة الرياض, الرياض",300000000.0,940.0,732297.0,1159997.0,,1
مؤسسة رعاية الفتيات-حائل                  , ديني/خيري,"منطقة حائل, حائل",41039813.0,,43636.0,17276.0,,0
سوق الأسر المنتجه                  , ديني/خيري,"منطقة حائل, حائل",,,43636.0,17276.0,,0
سوق الأسر المنتجة                  , ديني/خيري,"منطقة جازان, جازان",,,52022.0,22115.0,,0
مسجد مطار الملك عبدالله                  , ديني/خيري,"منطقة جازان, جازان",,,52022.0,22115.0,,0
مدينة الملك عبد الله الاقتصادية – KAEC                  , ديني/خيري,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",375000000000.0,9495.0,286456.0,477481.0,,0
مترو دار الهجرة                  , ديني/خيري,"منطقة المدينة المنورة, المدينة المنورة",,1096.0,75446.0,74821.0,,0
فندق هوليدي إن وكراون بلازا العزيزية – Holiday Inn & Crown...                  , ديني/خيري,"مكة المكرمة, منطقة مكة المكرمة",1200000000.0,1249.0,286456.0,477481.0,,1
مقر نماء المنورة – Namaa Almunawara’s Headquarter                  , ديني/خيري,"منطقة المدينة المنورة, المدينة المنورة",32797168.0,544.0,75446.0,74821.0,,1
مركز هبة لمتلازمة داون – Al Muhaidib Down Syndrome School                  , ديني/خيري,"المنطقة الشرقية, الخبر",14000000.0,758.0,188521.0,598525.0,,1
جامع السودة                  , ديني/خيري,"منطقة عسير, أبها",43000000.0,,77895.0,53929.0,,0
مركز الراجحي                  , ديني/خيري,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
راديسون بلو ريزيدنس الحي الدبلوماسي الرياض – Radisson Blu...                  , ديني/خيري,"منطقة الرياض, الرياض",220000000.0,1886.0,732297.0,1159997.0,,1
مشروع التطوير والتنسيق الحضاري لمنطقة الخندق                  , ديني/خيري,"منطقة المدينة المنورة, المدينة المنورة",,,75446.0,74821.0,,0
تطوير منطقة سيد الشهداء – Developing The Area of Sayed Al-Shuhada                  , ديني/خيري,"منطقة المدينة المنورة, المدينة المنورة",,,75446.0,74821.0,,0
تطوير مسجد القبلتين والمناطق المحيطة بها – The Development...                  , ديني/خيري,"منطقة المدينة المنورة, المدينة المنورة",,,75446.0,74821.0,,0
مسجد سيد الشهداء – SAID AL SHOHADAA MOSQUE                  , ديني/خيري,"منطقة المدينة المنورة, المدينة المنورة",25875000.0,1491.0,75446.0,74821.0,,1
توسعة الحرم النبوي الشريف – Masjid Al-Nabawi Expansion                  , ديني/خيري,"منطقة المدينة المنورة, المدينة المنورة",4700000000.0,2208.0,75446.0,74821.0,,1
تلال النسيم بمكة المكرمة – Naseem in Makkah                  , ديني/خيري,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
مركز قباء الحضاري – Quba Center                  , ديني/خيري,"منطقة المدينة المنورة, المدينة المنورة",,,75446.0,74821.0,,0
فندق شذا الرياض – Shaza Hotels RIYADH                  , ديني/خيري,"منطقة الرياض, الرياض",,731.0,732297.0,1159997.0,,0
النادي الأدبي الثقافي -Literary Club of Hail                  , ديني/خيري,"منطقة حائل, حائل",23500000.0,,43636.0,17276.0,,1
مستشفى المدينة المنورة التخصصي – Madinah Specialized Hospital                  , ديني/خيري,"منطقة المدينة المنورة, المدينة المنورة",450884874.0,1832.0,75446.0,74821.0,,1
مستشفى الميقات العام – Meeqat General Hospital                  , ديني/خيري,"منطقة المدينة المنورة, المدينة المنورة",416000000.0,1445.0,75446.0,74821.0,,1
